31357,0.105591,0.0214514,78.342,156.642,-0.924504,0,
46228,0.0658569,0.0116462,94.8863,134.123,0.714068,0,
30505,0.244904,0.0659956,101.118,122.816,0.476078,0,
49556,0.330597,0.0654035,90.8628,90.3597,0.410904,0,
28480,0.0510864,0.0154088,84.6509,75.8433,2.44984,0,
20040,0.148743,0.037778,52.4367,92.1582,-0.413441,0,
20101,0.181244,0.0451643,77.721,131.769,-1.18989,0,
32633,0.183716,0.0394077,74.8839,114.824,2.5814,0,
18851,0.132019,0.0410266,64.8483,182.686,1.97202,0,
26946,0.184326,0.0432214,73.5769,119.091,-1.28895,0,
25742,0.121887,0.0270155,61.9087,104.08,0.61561,0,
53942,0.140076,0.0255076,118.414,33.5602,2.53262,0,
41894,0.228516,0.0511359,91.502,197.579,-1.65383,0,
45421,0.274139,0.0678856,93.9917,154.004,0.679981,0,
54732,0.0994263,0.0253483,130.107,72.755,-0.392357,0,
49300,0.0727844,0.0144429,77.9446,82.1878,1.17682,0,
51002,0.0610962,0.0147857,97.4301,146.353,-0.699401,0,
42042,0.103088,0.0252394,64.028,143.69,-0.188835,0,
46542,0.0924377,0.0183555,79.562,60.7276,0.322214,0,
52978,0.0609131,0.013042,71.0484,127.38,0.434521,0,
8120,0.581329,0.138187,44.8544,95.5978,0.473252,0,
7607,0.71817,0.158964,42.5696,209.675,2.87049,0,
7315,0.785156,0.215521,45.126,216.102,-0.125907,0,
31634,0.161682,0.0340057,69.862,161.924,1.68498,0,
38828,0.361115,0.0560915,109.448,111.68,-0.317012,0,
34218,0.384644,0.0675192,123.394,67.7208,0.48278,0,
44954,0.472351,0.0746937,125.455,31.7595,-3.64485,0,
58840,0.609894,0.0869591,122.947,64.5058,-0.838578,0,
51233,0.492493,0.0844879,118.958,50.5767,0.973032,0,
19895,0.277313,0.0540365,98.5888,58.3893,0.0356172,0,
19317,1,0.258343,71.5466,142.715,2.06826,0,
23073,1,0.2445,74.8204,156.168,0.55066,0,
7658,0.306671,0.0615001,35.2652,146.718,-1.3919,0,
5846,0.36377,0.103424,33.2251,232.789,-0.531117,0,
4860,0.479095,0.131284,50.7591,133.113,1.73092,0,
44665,0.999969,0.271294,89.6607,66.2458,-0.174205,0,
39794,1,0.294567,104.487,132.041,0.328087,0,
41357,1,0.281054,111.319,94.9032,2.25435,0,
22074,1,0.361124,82.0965,112.292,-0.93658,0,
28537,1,0.323175,73.0613,142.627,-1.08049,0,
28039,0.700226,0.157746,78.3221,72.4174,3.15645,0,
26139,0.62561,0.131971,62.0035,66.4033,2.24658,0,
28075,0.589905,0.134139,81.0646,85.8659,0.747605,0,
34163,0.378082,0.121032,76.6927,109.304,1.10796,0,
35148,0.245178,0.0535566,110.899,72.7231,0.181793,0,
32930,0.215027,0.0588352,73.7045,144.053,0.937024,0,
56506,0.442169,0.0961147,119.757,110.328,1.9899,0,
62887,0.518311,0.123731,155.892,181.397,-1.10081,0,
42484,0.53067,0.131428,73.2232,138.587,2.44074,0,
29978,0.80484,0.196864,81.7646,110.998,0.616176,0,
29580,0.738708,0.18335,78.7034,144.058,-0.0466503,0,
25739,0.610321,0.161336,84.6147,158.086,1.47058,0,
13907,0.269745,0.0675313,48.6486,152.866,1.5679,0,
16972,0.377228,0.0934133,75.6264,129.483,0.746709,0,
16767,0.360107,0.0900763,62.6019,160.181,0.260165,0,
16094,1,0.292977,53.3504,88.0882,-1.04361,0,
16859,1,0.265386,52.232,75.7878,0.812468,0,
53374,0.45932,0.096613,73.1817,91.7807,1.61973,0,
52355,0.483643,0.0865138,133.237,102.63,0.650925,0,
38824,0.417786,0.0842609,114.67,68.4629,-1.21217,0,
39634,0.248108,0.0629107,83.9248,116.967,-4.29163,0,
24821,0.0636292,0.0175266,87.0957,93.0323,-2.29356,0,
51391,0.0354614,0.00993841,105.873,70.2295,-1.51651,0,
19894,0.528076,0.0641589,71.9608,230.907,0.752832,0,
27541,0.194153,0.040596,68.6056,122.32,0.786137,0,
47639,0.945099,0.239916,111.18,113.742,-0.195468,0,
41688,0.963287,0.271655,104.501,57.1828,0.0463096,0,
22847,0.863678,0.212261,46.6208,78.6343,-0.3532,1,
2952,0.20224,0.04072,44.2469,105.447,-1.15341,1,
2781,0.17276,0.0370789,33.6747,78.4135,-2.84091,1,
3680,0.240295,0.0388898,28.9804,139.563,1.79788,1,
15725,0.496368,0.106579,77.6683,89.2916,1.43461,1,
11675,0.592285,0.155187,80.0296,125.978,0.339089,1,
16572,0.468994,0.0966369,50.5525,112.529,-0.907061,1,
43446,0.780945,0.191533,114.196,53.8772,-0.281171,1,
33410,0.801086,0.217346,93.3402,67.5378,-1.54992,1,
54159,0.95459,0.170588,124.831,34.3482,-1.17825,1,
2276,0.62265,0.172252,29.8939,125.713,1.99184,1,
2468,0.857758,0.247188,18.7271,122.15,0.774617,1,
2316,0.563843,0.153278,46.7105,72.4518,0.547206,1,
27492,0.576538,0.120904,89.664,140.409,1.58063,1,
36614,0.595093,0.112803,60.2678,161.443,-0.0555254,1,
36268,0.655273,0.108305,99.9101,71.704,1.62057,1,
13889,0.702576,0.102858,76.2515,102.41,1.26721,1,
13524,0.759094,0.168514,54.4741,208.535,1.50593,1,
14472,0.952026,0.175062,72.72,82.9124,-0.632543,1,
10366,0.651306,0.211546,41.5372,199.943,-1.60307,1,
9183,0.752716,0.240713,45.4079,195.568,2.40713,1,
13996,0.490997,0.149825,56.8676,180.088,0.0301497,1,
1177,0.561493,0.149194,23.1232,131.911,-1.07805,1,
2412,0.595306,0.156398,35.9598,66.4167,-0.407221,1,
1406,0.659698,0.164105,18.5283,87.9721,-1.30974,1,
4626,0.818573,0.196308,30.4413,66.3737,-1.1741,1,
4462,0.893799,0.165623,27.3626,91.1747,2.81883,1,
4077,0.722961,0.124807,21.6031,97.5344,3.92505,1,
7322,0.402802,0.150313,52.2126,221.616,-1.11465,1,
19340,0.504181,0.104497,41.5011,86.3669,-0.0266015,1,
9683,0.569061,0.170903,43.9628,73.6993,0.73963,1,
42983,0.823334,0.140612,94.3414,138.826,1.19037,1,
45476,0.939758,0.153481,91.7416,101.939,0.512959,1,
46424,0.868256,0.13484,112.524,93.9112,2.00259,1,
9891,0.314392,0.0642023,64.0362,92.4638,-0.34455,1,
13835,0.381897,0.0866139,72.2875,113.066,0.554129,1,
31844,0.727997,0.171608,64.7214,126.216,-1.83211,1,
38917,0.667572,0.149063,86.7525,75.0647,2.70816,1,
39733,0.371216,0.0712916,51.9383,151.737,-0.766097,1,
13629,0.376587,0.0880054,89.2766,95.1814,0.51864,1,
15698,0.355621,0.0756012,55.567,147.195,4.4769,1,
15005,0.503754,0.0945833,63.4552,161.85,-0.00722104,1,
7045,0.606903,0.136786,47.6538,108.734,-0.67192,1,
6454,0.559753,0.144473,46.5659,75.6429,-0.35718,1,
4253,0.320618,0.0764866,52.3943,90.1036,-0.279436,1,
2122,0.474213,0.0892974,23.0848,190.21,1.94975,1,
1721,0.397247,0.0753445,27.5438,66.0212,0.0993757,1,
1667,0.40332,0.0826702,17.4263,191.298,0.680256,1,
