31782,0.292664,0.069604,87.0107,83.1281,105.817,105.817,263.324,0.896264,-0.714053,0,-0.714053,2,
45352,0.424683,0.118092,121.908,146.476,129.133,99.9527,370.935,0.797717,3.00344,3.00344,3.00344,2,
22977,0.197754,0.0633022,93.0131,184.31,158.338,19.3984,348.088,0.925149,-2.54723,0,-2.54723,2,
68135,0.14389,0.0298658,130.654,125.523,56.641,25.7264,144.008,0.924213,-1.01587,0,-1.01587,2,
62730,0.146423,0.0259766,139.664,87.7007,34.1726,3.53816,83.2272,0.983296,-1.79313,0,-1.79313,2,
55313,0.132233,0.0237969,118.757,161.279,12.9853,5.39854,38.381,0.981278,0.245587,0.245587,0.245587,2,
44135,0.248596,0.0502111,83.0083,127.24,42.5515,39.2254,112.831,0.929546,0.448618,0.448618,0.448618,2,
43432,0.440063,0.080824,83.1728,192.532,119.416,106.689,315.398,0.80754,-3.40608,0,-3.40608,2,
33664,0.308136,0.0707729,108.505,84.657,115.568,20.0613,279.079,0.946033,-0.420616,0,-0.420616,2,
39904,0.201904,0.0423073,80.9479,77.1658,78.9164,51.1997,215.682,0.880257,2.01063,2.01063,2.01063,2,
39401,0.271454,0.0641462,116.599,120.228,87.3247,45.5547,247.158,0.894788,1.0451,1.0451,1.0451,2,
40556,0.248932,0.0520781,93.1385,54.0873,73.3342,30.4753,196.691,0.884588,1.6867,1.6867,1.6867,2,
79762,0.315735,0.0658604,150.296,176.655,72.6459,25.0554,196.866,0.916015,-1.7973,0,-1.7973,2,
92513,0.11795,0.0272709,162.359,147.287,42.6228,11.9375,127.591,0.943475,0.603606,0.603606,0.603606,2,
84359,0.543884,0.0990089,149.615,116.362,133.463,128.955,358.688,0.818655,-1.02285,0,-1.02285,2,
44407,0.281189,0.0609175,119.581,89.2663,153.022,0.475925,314.271,0.975083,1.04709,1.04709,1.04709,2,
43020,0.259552,0.0634437,92.8915,107.478,81.2316,79.0502,213.302,0.850583,1.57337,1.57337,1.57337,2,
43241,0.204224,0.0430272,90.9771,151.443,81.4541,14.4781,179.553,0.928354,-2.43787,0,-2.43787,2,
57823,0.392456,0.0905601,135.17,73.8299,166.303,149.47,426.651,0.835394,1.48818,1.48818,1.48818,2,
56514,0.392914,0.107848,132.171,71.8893,130.679,67.0143,366.687,0.803716,2.05831,2.05831,2.05831,2,
48538,0.152954,0.0373913,106.091,80.6951,160.752,12.6478,337.797,0.939578,-0.823192,0,-0.823192,2,
57940,0.152344,0.0314645,94.0878,121.794,28.6276,8.30037,87.7386,0.96725,0.149401,0.149401,0.149401,2,
48642,0.106445,0.0221741,136.909,52.746,23.8194,3.61253,56.9819,0.988025,-2.48539,0,-2.48539,2,
62392,0.0780029,0.0166713,132.287,68.3792,14.0521,8.77904,39.6605,0.986808,-0.0168036,0,-0.0168036,2,
41988,0.139557,0.0298083,81.6608,76.4894,15.9844,8.69201,45.9751,0.978069,0.215313,0.215313,0.215313,2,
36485,0.178864,0.027879,98.5453,71.9818,32.0947,29.2714,91.7064,0.959386,3.10138,3.10138,3.10138,2,
68696,0.377472,0.090649,146.57,66.5737,128.088,126.336,371.431,0.823269,2.9681,2.9681,2.9681,2,
54736,0.271149,0.0493769,87.6571,142.884,138.377,21.0285,307.863,0.893201,1.26129,1.26129,1.26129,2,
57256,0.294006,0.0583049,108.865,160.48,69.4941,36.8755,189.31,0.921972,-1.30878,0,-1.30878,2,
35580,0.0794983,0.0292,108.089,39.9151,49.4818,2.5047,123.973,0.975383,0.33725,0.33725,0.33725,2,
53476,0.629211,0.123563,117.77,138.779,297.057,296.956,741.687,0.679872,2.20276,2.20276,2.20276,2,
69123,0.10553,0.0218436,92.6833,135.31,309.195,0.746277,624.921,0.97968,0.598732,0.598732,0.598732,2,
61062,0.12558,0.0295767,142.03,63.0458,18.7145,6.94801,47.6799,0.980975,5.09243,5.09243,5.09243,2,
68666,0.112,0.0247574,114.143,53.6187,31.9308,27.9825,97.3854,0.95366,0.776509,0.776509,0.776509,2,
46868,0.0438232,0.00729028,136.407,79.511,39.8425,2.58153,85.565,0.992058,1.92276,1.92276,1.92276,2,
54261,0.0993652,0.0177032,88.9989,45.7355,9.14738,4.24611,25.4234,0.994424,0.153272,0.153272,0.153272,2,
49065,0.0644836,0.0141816,83.566,103.737,21.423,19.8913,60.4926,0.975645,-0.670347,0,-0.670347,2,
34300,0.116516,0.027753,64.1394,150.872,30.9713,27.7955,93.6075,0.937533,2.32498,2.32498,2.32498,2,
38708,0.096283,0.021097,102.301,103.148,46.2524,1.09014,98.8844,0.993063,-0.230343,0,-0.230343,2,
29401,0.0915527,0.0274183,89.8009,205.17,16.8415,15.0985,43.6287,0.967154,0.0126425,0.0126425,0.0126425,2,
57177,0.0805664,0.0162637,116.907,56.8929,34.9694,23.2164,90.1136,0.966819,-2.74422,0,-2.74422,2,
49885,0.0946045,0.013853,127.12,88.1039,19.1088,7.32782,56.9595,0.977268,0.0686394,0.0686394,0.0686394,2,
52642,0.192261,0.0335299,113.91,115.285,37.8656,30.7584,102.986,0.937851,2.78036,2.78036,2.78036,2,
63755,0.41098,0.0980393,139.097,130.126,75.3838,51.6629,186.863,0.900321,4.10259,4.10259,4.10259,2,
51772,0.102753,0.0256663,101.478,177.967,61.9239,19.5776,165.371,0.936359,-0.285482,0,-0.285482,2,
33943,0.805573,0.116576,97.382,46.1541,558.773,554.803,1366.68,0.811848,-1.669,0,-1.669,2,
27394,0.939667,0.145426,60.7504,105.202,511.057,81.1422,1123.85,0.709914,-1.80309,0,-1.80309,2,
28372,0.927124,0.172852,108.566,113.893,225.466,55.084,511.021,0.908831,-0.0896121,0,-0.0896121,2,
